,Fuel_Type,Body_Type,Gears,Seating_Capacity,Ventilation_System,Airbags,Navigation_System,Model_Name,Mileage,Fuel_Capacity,Price
1078,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Xcent,25.4,43.0,875358
1080,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Micra,19.34,41.0,662880
1081,Petrol,Hatchback,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Micra,19.34,41.0,781686
1082,Diesel,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Micra,23.08,41.0,743504
1083,Diesel,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger side airbag",None,Nissan Micra,23.08,41.0,812964
1084,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Bolero,15.96,60.0,942263
1085,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Bolero,15.96,60.0,917055
1086,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Bolero,15.96,60.0,860720
1087,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Bolero,15.96,60.0,815883
1088,Diesel,SUV,5,7.0,None,None,None,Mahindra Bolero,15.96,60.0,773678
1089,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Ciaz,28.09,43.0,1102689
1090,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ciaz,28.09,43.0,919689
1091,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ciaz,28.09,43.0,980689
1092,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ciaz,28.09,43.0,1062689
1093,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ciaz,21.56,43.0,819689
1094,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ciaz,21.56,43.0,881689
1095,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ciaz,21.56,43.0,958689
1096,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Ciaz,21.56,43.0,997689
1097,Petrol,Sedan,4,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ciaz,20.28,43.0,980689
1098,Petrol,Sedan,4,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ciaz,20.28,43.0,1058688
1099,Petrol,Sedan,4,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Ciaz,20.28,43.0,1098689
1100,Diesel,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Maruti Suzuki Ciaz,26.82,43.0,1138189
1101,Diesel,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ciaz,26.32,43.0,997689
1102,Diesel,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki Ciaz,26.32,43.0,1109189
1103,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,15.41,55.0,998599
1104,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,21.13,55.0,1006139
1105,Petrol,Sedan,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,15.41,55.0,881916
1106,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,21.13,55.0,1129599
1107,Diesel,Sedan,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,21.72,55.0,1249599
1108,Petrol,Sedan,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,14.84,55.0,1243599
1109,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,21.72,55.0,1399599
1110,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,21.13,55.0,1273599
1111,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,15.41,55.0,1115599
1112,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,14.84,55.0,999599
1113,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,15.41,55.0,975599
1114,Petrol,Sedan,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,14.84,55.0,1099599
1115,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,21.13,55.0,1158599
1116,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Rapid,21.72,55.0,1273599
1118,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Creta,21.38,55.0,999990
1119,Petrol,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Creta,15.29,55.0,999990
1120,Petrol,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Creta,15.29,55.0,1232534
1121,Petrol,SUV,6,5.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Hyundai Creta,15.29,55.0,1394437
1122,Petrol,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Creta,15.29,55.0,1377363
1123,Petrol,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Creta,15.29,55.0,1287041
1124,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Creta,21.38,55.0,1197919
1125,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Creta,19.67,55.0,1366797
1126,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Hyundai Creta,19.67,55.0,1543564
1127,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Creta,17.01,55.0,1527395
1128,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Creta,19.67,55.0,1421208
1129,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Creta,17.01,55.0,1336033
1130,Petrol,SUV,6,5.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Hyundai Creta,15.29,55.0,1422937
1131,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Hyundai Creta,19.67,55.0,1572064
1132,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Creta,21.38,55.0,1107167
1133,Petrol,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Hyundai Creta,15.29,55.0,1092192
1134,Petrol,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Creta,15.29,55.0,1279983
1135,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Hyundai Creta,19.67,55.0,1414247
1136,Diesel,SUV,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Tata Harrier,16.7,50.0,1345363
1137,Diesel,SUV,6,5.0,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",None,Tata Harrier,16.7,50.0,1471368
1138,Diesel,Hatchback,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Harrier,16.7,50.0,1591368
1139,Diesel,Hatchback,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Harrier,16.7,50.0,1721368
1140,Diesel,Hatchback,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Harrier,16.7,50.0,1732231
1141,Diesel,Hatchback,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Harrier,16.7,50.0,1730755
1145,Petrol,SUV,6,7.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Rear passenger head airbags, Driver knee airbag, Rear passenger curtain airbags",Yes,Mitsubishi Outlander,9.62,60.0,2693000
1152,Hybrid,Sedan,5,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Honda Accord Hybrid,23.1,60.0,4321237
1153,Diesel,Sedan,8,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",Yes,Bmw 5-Series,18.12,70.0,5930000
1154,Diesel,Sedan,8,5.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag",Yes,Bmw 5-Series,14.69,70.0,6680000
1155,Petrol,Sedan,8,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag",Yes,Bmw 5-Series,15.01,70.0,5980000
1156,Diesel,Sedan,8,4.0,4 Zone climate control,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Bmw 6-Series,16.46,88.0,6890000
1157,Diesel,Sedan,8,4.0,4 Zone climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Bmw 6-Series,16.46,88.0,7450000
1158,Petrol,Coupe,8,4.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Yes,Bmw 6-Series,7.94,70.0,6440000
1159,Diesel,Sedan,8,4.0,4 Zone climate control,"Driver head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Bmw 6-Series,21.76,66.0,6440000
1160,Petrol,SUV,7,5.0,2 Zone Climate Control,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag",Yes,Porsche Macan,10.8,65.0,8503000
1161,Petrol,SUV,7,5.0,3 Zone climate control,"Front passenger side airbag, Curtain airbags, Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Driver frontal airbag, Front passenger frontal airbag",Yes,Porsche Macan,10.8,65.0,6998000
1163,Petrol,Coupe,8,2.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Jaguar F-Type,14.3,72.0,22155390
1164,Petrol,Coupe,8,2.0,2 Zone Climate Control,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Jaguar F-Type,12.05,70.0,26501830
1165,Petrol,Convertible,8,2.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",Yes,Jaguar F-Type,12.05,70.0,28004965
1166,Petrol,Coupe,8,2.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Jaguar F-Type,15.3,63.0,9092578
1168,Petrol,Convertible,8,2.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Jaguar F-Type,10.7,63.0,10419200
1169,Petrol,Coupe,8,2.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Jaguar F-Type,10.85,63.0,9366433
1170,Petrol,Sedan,8,4.0,Fully automatic climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Bmw M5,9.8,68.0,15490000
1171,Diesel,SUV,6,7.0,Fully automatic climate control,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Yes,Lexus Lx 570,18.0,93.0,23290000
1172,Petrol,"Coupe, Convertible",7,2.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Ferrari 458 Spider,5.5,86.0,43367500
1173,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,Driver frontal airbag,None,Maruti Suzuki R Wagon,22.5,32.0,479000
1174,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,Driver frontal airbag,None,Maruti Suzuki R Wagon,22.5,32.0,526000
1175,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",None,Maruti Suzuki R Wagon,21.5,32.0,548000
1176,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,Driver frontal airbag,None,Maruti Suzuki R Wagon,22.5,32.0,434000
1177,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,Driver frontal airbag,None,Maruti Suzuki R Wagon,21.5,32.0,513501
1178,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,Driver frontal airbag,None,Maruti Suzuki R Wagon,21.5,32.0,560500
1179,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",None,Maruti Suzuki R Wagon,21.5,32.0,594800
1180,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki R Wagon,22.5,32.0,441000
1181,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki R Wagon,22.5,32.0,486001
1182,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",None,Maruti Suzuki R Wagon,21.5,32.0,520500
1183,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki R Wagon,21.5,32.0,567500
1184,Petrol,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,Front passenger frontal airbag,None,Maruti Suzuki R Wagon,22.5,32.0,533000
1185,CNG,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,Driver frontal airbag,None,Maruti Suzuki R Wagon,33.54,32.0,500500
1186,CNG,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Maruti Suzuki R Wagon,33.54,32.0,507500
1187,Petrol,Crossover,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Tiago Nrg,23.84,35.0,594993
1188,Diesel,Crossover,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Tiago Nrg,27.28,35.0,689993
1189,Petrol,Crossover,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Tiago Nrg,23.84,35.0,639993
1190,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Nuvosport,17.21,60.0,797802
1191,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Nuvosport,17.21,60.0,905642
1192,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Nuvosport,17.21,60.0,984818
1194,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Nuvosport,16.21,60.0,972359
1195,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Nuvosport,16.21,60.0,1048603
1196,Petrol,SUV,6,5.0,Air Conditioning with cooling only,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Kicks,14.23,50.0,955000
1197,Petrol,SUV,6,5.0,Air Conditioning with cooling only,"Front passenger frontal airbag, Driver frontal airbag",None,Nissan Kicks,14.23,50.0,1095000
1198,Diesel,SUV,6,5.0,Air Conditioning with cooling only,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Kicks,20.45,50.0,1109000
1199,Diesel,SUV,6,5.0,Air Conditioning with cooling only,"Driver frontal airbag, Front passenger frontal airbag",Yes,Nissan Kicks,20.45,50.0,1251000
1200,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Nissan Kicks,20.45,50.0,1369000
1201,Diesel,SUV,6,5.0,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",Yes,Nissan Kicks,20.45,50.0,1465000
1202,Diesel,SUV,6,5.0,Fully automatic climate control,"Front passenger frontal airbag, Curtain airbags, Driver frontal airbag",Yes,Nissan Kicks,20.45,50.0,1465000
1203,Diesel,SUV,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Nissan Kicks,20.45,50.0,989000
1208,Diesel,SUV,8,7.0,3 Zone climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Land Rover Discovery,18.0,85.0,10205494
1209,Diesel,SUV,8,7.0,Fully automatic climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Land Rover Discovery,18.0,85.0,9689321
1210,Petrol,SUV,8,7.0,3 Zone climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Land Rover Discovery,9.17,89.0,8433741
1211,Petrol,SUV,8,7.0,Fully automatic climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Land Rover Discovery,9.17,89.0,8077550
1212,Diesel,SUV,8,7.0,2 Zone Climate Control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Land Rover Discovery,18.0,85.0,8877094
1213,Petrol,SUV,8,7.0,2 Zone Climate Control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Land Rover Discovery,9.17,89.0,7693664
1214,Diesel,SUV,8,7.0,Fully automatic climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Land Rover Discovery,18.0,85.0,10861088
1215,Petrol,SUV,8,7.0,Fully automatic climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Land Rover Discovery,9.17,89.0,8937846
1221,Petrol,Hatchback,5,5.0,Air Conditioning with cooling only,None,None,Fiat Punto Evo,15.7,45.0,535562
1224,Diesel,Hatchback,5,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Fiat Punto Evo,21.2,45.0,747774
1225,Petrol,Sedan,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",None,Toyota Yaris,17.1,42.0,940000
1226,Petrol,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Curtain airbags",None,Toyota Yaris,17.1,42.0,1055000
1227,Petrol,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Curtain airbags",None,Toyota Yaris,17.1,42.0,1174000
1228,Petrol,Sedan,7,5.0,Fully automatic climate control,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Toyota Yaris,17.8,42.0,1418000
1229,Petrol,Sedan,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Curtain airbags",None,Toyota Yaris,17.8,42.0,1175000
1230,Petrol,Sedan,7,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",None,Toyota Yaris,17.8,42.0,1010000
1231,Petrol,Sedan,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Curtain airbags",None,Toyota Yaris,17.8,42.0,1294000
1232,Petrol,Sedan,6,5.0,Fully automatic climate control,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Toyota Yaris,17.1,42.0,1296000
1233,Petrol,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Curtain airbags",None,Toyota Yaris,17.1,42.0,1197000
1234,Petrol,Sedan,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",None,Toyota Yaris,17.1,42.0,876000
1235,Petrol,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag",None,Toyota Yaris,17.1,42.0,974000
1236,Petrol,Sedan,6,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",None,Toyota Yaris,17.1,42.0,935000
1237,Petrol,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag",None,Toyota Yaris,17.1,42.0,1083000
1238,Petrol,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Curtain airbags",None,Toyota Yaris,17.1,42.0,1317000
1239,Petrol,Sedan,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",None,Skoda Octavia,16.7,50.0,1599599
1240,Diesel,Sedan,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Skoda Octavia,21.0,50.0,1799599
1241,Petrol,Sedan,6,5.0,2 Zone Climate Control,"Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",None,Skoda Octavia,16.7,50.0,1899599
1242,Petrol,Sedan,7,5.0,2 Zone Climate Control,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",None,Skoda Octavia,15.1,50.0,2059599
1243,Diesel,Sedan,6,5.0,2 Zone Climate Control,"Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",None,Skoda Octavia,21.0,50.0,2079599
1244,Diesel,Sedan,6,5.0,2 Zone Climate Control,"Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger side airbag",None,Skoda Octavia,19.5,50.0,2299599
1245,Petrol,Sedan,7,5.0,2 Zone Climate Control,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Skoda Octavia,15.1,50.0,2359599
1246,Diesel,Sedan,6,5.0,2 Zone Climate Control,"Drive side airbag, Front passenger curtain airbag, Driver frontal airbag, Rear passenger curtain airbags, Front passenger side airbag",Yes,Skoda Octavia,19.5,50.0,2359599
1247,Petrol,Sedan,6,5.0,2 Zone Climate Control,"Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",None,Skoda Octavia,16.7,50.0,1549000
1248,Diesel,Sedan,6,5.0,2 Zone Climate Control,"Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",None,Skoda Octavia,21.0,50.0,1699000
1249,Petrol,Sedan,7,5.0,2 Zone Climate Control,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Skoda Octavia,15.1,50.0,1999599
1250,Diesel,Sedan,6,5.0,2 Zone Climate Control,"Drive side airbag, Driver frontal airbag, Front passenger curtain airbag, Front passenger side airbag, Rear passenger curtain airbags",Yes,Skoda Octavia,19.5,50.0,2199599
1255,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Verito,21.0,50.0,748370
1256,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Verito,21.0,50.0,772617
1257,Diesel,Sedan,5,5.0,Manual Air conditioning with cooling and heating,None,None,Mahindra Verito,21.0,50.0,845154
1258,Diesel,SUV,5,7.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mitsubishi Pajero Sport,10.77,70.0,2903750
1259,Diesel,SUV,5,7.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mitsubishi Pajero Sport,10.77,70.0,2835500
1260,Diesel,SUV,5,7.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mitsubishi Pajero Sport,10.77,70.0,2953240
1261,Diesel,SUV,5,7.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mitsubishi Pajero Sport,10.77,70.0,2992800
1262,Diesel,SUV,5,7.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mitsubishi Pajero Sport,10.77,70.0,2952500
